,Voted,myv_van_id
0,1,10610
1,1,75940
2,1,112958
3,1,118580
4,1,140296
5,1,181222
6,1,198258
7,1,250974
8,1,266229
9,1,348628
10,1,412878
11,1,442310
12,0,460654
13,1,507675
14,1,586955
15,0,605920
16,1,635383
17,1,842506
18,1,926726
19,1,1526662
20,1,1989797
21,1,1990026
22,1,1990030
23,1,1990424
24,1,1991490
25,1,1991883
26,1,1992495
27,1,2044827
28,1,2046606
29,1,2049882
30,1,2051274
31,1,2052052
32,0,2052425
33,0,2053660
34,1,2124464
35,1,2125691
36,1,2126507
37,0,2131908
38,1,2135114
39,1,2135621
40,1,2136067
41,1,2137296
42,1,2138314
43,1,2138636
44,1,2141435
45,0,2154532
46,1,2156806
47,1,2157620
48,1,2158379
49,0,2160029
50,0,2160496
51,1,2161082
52,1,2162054
53,1,2162789
54,1,2170506
55,1,2324684
56,1,2325212
57,0,2325460
58,1,2326236
59,1,2328320
60,1,2332652
61,1,2345223
62,1,2346301
63,1,2350095
64,1,2350574
65,1,2351265
66,0,2352533
67,1,2353806
68,0,2405779
69,0,2408963
70,1,2411282
71,1,2411366
72,0,2413232
73,0,2457770
74,0,2520848
75,1,2733032
76,1,2779988
77,1,2843377
78,1,2862675
79,1,2868362
80,0,2876463
81,1,2889577
82,1,2930048
83,1,2967498
84,1,2970420
85,1,2987872
86,1,3006358
87,0,3018290
88,1,3027764
89,1,3062966
90,0,3092426
91,1,3093887
92,0,3112348
93,0,3124651
94,1,3152144
95,1,3201788
96,1,3203725
97,1,3211750
98,1,3211925
99,1,3212939
100,1,3212977
101,1,3213159
102,0,3213253
103,1,3216766
104,1,3218014
105,1,3218254
106,1,3219935
107,1,3227858
108,1,3228732
109,1,3229446
110,1,3231038
111,1,3232108
112,1,3232247
113,1,3232415
114,1,3233839
115,1,3239200
116,1,3240093
117,1,3240503
118,1,3243383
119,1,3247574
120,1,3248542
121,1,3250003
122,1,3250762
123,1,3251101
124,1,3251505
125,1,3262511
126,1,3273821
127,1,3288760
128,0,3289126
129,1,3289977
130,1,3292425
131,1,3294643
132,1,3308281
133,0,3308617
134,1,3309220
135,1,3309541
136,1,3309733
137,1,3310889
138,1,3310970
139,1,3312522
140,1,3313110
141,1,3334907
142,1,3335015
143,1,3336168
144,1,3337529
145,1,3337776
146,1,3337970
147,1,3338926
148,1,3339167
149,1,3339708
150,1,3341184
151,0,3342383
152,1,3343228
153,1,3344496
154,1,3344763
155,0,3346524
156,1,3346578
157,0,3351129
158,1,3351398
159,1,3351621
160,1,3352137
161,1,3352792
162,1,3355565
163,1,3355708
164,1,3356163
165,0,3356431
166,1,3358765
167,1,3359869
168,1,3359963
169,1,3361856
170,1,3362911
171,0,3363040
172,1,3363305
173,1,3364733
174,1,3364807
175,1,3366288
176,1,3371990
177,1,3372205
178,1,3373007
179,1,3374706
180,1,3377535
181,1,3378448
182,1,3379335
183,1,3381450
184,0,3382204
185,1,3382608
186,1,3383245
187,1,3383514
188,1,3383757
189,1,3383811
190,1,3388468
191,0,3389603
192,1,3389685
193,1,3392227
194,1,3393683
195,1,3395501
196,1,3398339
197,1,3398867
198,1,3400296
199,1,3400543
200,1,3402113
201,0,3402261
202,1,3402748
203,1,3403326
204,1,3403602
205,1,3408366
206,1,3409262
207,1,3410841
208,1,3411070
209,1,3412520
210,1,3414676
211,1,3416202
212,1,3416431
213,1,3418159
214,1,3418370
215,1,3419354
216,1,3419371
217,1,3420416
218,1,3420513
219,1,3422412
220,1,3427240
221,1,3428400
222,1,3428707
223,1,3428943
224,1,3429675
225,1,3431166
226,1,3436065
227,1,3437774
228,1,3439981
229,1,3441168
230,1,3441614
231,1,3443860
232,1,3444780
233,1,3446007
234,1,3448084
235,1,3450449
236,1,3450634
237,1,3450861
238,0,3451396
239,1,3451526
240,1,3451545
241,1,3454013
242,1,3454654
243,0,3455271
244,1,3455518
245,1,3458051
246,0,3459033
247,1,3460529
248,1,3461194
249,1,3476843
250,1,3478811
251,0,3478823
252,0,3478894
253,1,3479746
254,1,3480267
255,1,3482390
256,1,3482891
257,0,3483444
258,1,3483474
259,1,3486616
260,1,3486972
261,1,3489228
262,1,3492482
263,1,3492524
264,1,3492743
265,1,3494106
266,1,3495060
267,1,3498351
268,0,3500322
269,1,3502593
270,1,3502617
271,1,3502868
272,1,3504582
273,1,3504888
274,1,3505991
275,1,3506580
276,1,3509677
277,1,3511558
278,1,3512101
279,1,3512704
280,1,3513648
281,0,3514351
282,1,3516783
283,1,3519472
284,1,3521976
285,0,3523987
286,1,3534042
287,1,3534240
288,1,3534303
289,1,3535498
290,1,3535516
291,1,3537973
292,1,3538123
293,1,3539287
294,1,3541199
295,1,3541887
296,1,3542258
297,1,3542437
298,1,3544191
299,1,3545097
300,1,3545866
301,1,3546807
302,1,3548621
303,0,3550588
304,1,3550611
305,1,3550765
306,1,3551362
307,1,3551588
308,0,3551971
309,1,3553393
310,1,3553769
311,1,3556874
312,0,3557093
313,1,3557768
314,1,3558559
315,1,3558877
316,1,3561480
317,1,3563502
318,1,3564132
319,1,3564719
320,1,3565820
321,1,3566503
322,1,3567090
323,1,3568062
324,1,3569066
325,0,3569783
326,1,3570527
327,0,3572583
328,1,3575018
329,1,3576325
330,1,3576398
331,1,3577170
332,1,3578980
333,1,3579436
334,1,3580475
335,1,3581024
336,1,3581707
337,1,3582659
338,0,3583074
339,1,3584247
340,1,3585331
341,1,3586669
342,0,3587352
343,1,3588424
344,0,3589847
345,0,3590724
346,0,3595018
347,1,3595414
348,1,3596679
349,1,3596783
350,1,3597420
351,1,3598179
352,1,3598293
353,1,3598773
354,1,3598848
355,1,3599331
356,1,3599383
357,1,3600171
358,0,3601326
359,1,3602143
360,1,3602627
361,1,3603685
362,1,3614729
363,1,3620102
364,1,3620811
365,1,3622917
366,1,3626113
367,1,3626561
368,0,3629159
369,1,3629347
370,0,3629647
371,1,3632339
372,1,3633364
373,1,3634239
374,0,3634589
375,1,3636626
376,1,3637504
377,1,3638855
378,1,3639005
379,1,3639828
380,1,3641512
381,1,3643635
382,1,3644117
383,1,3644504
384,1,3645127
385,1,3645811
386,1,3646340
387,1,3646654
388,1,3647715
389,1,3647951
390,1,3649521
391,1,3650754
392,1,3653619
393,1,3653817
394,1,3664693
395,1,3665877
396,1,3666261
397,1,3671372
398,1,3671858
399,1,3674233
400,1,3678879
401,1,3679538
402,1,3679741
403,1,3680277
404,1,3681575
405,1,3682587
406,1,3687193
407,1,3688744
408,0,3693054
409,1,3694757
410,1,3696449
411,1,3696740
412,1,3696795
413,0,3696915
414,1,3698003
415,1,3698334
416,1,3698464
417,1,3699259
418,1,3701040
419,1,3703250
420,1,3704959
421,0,3705425
422,1,3706042
423,1,3706222
424,1,3706798
425,1,3708153
426,1,3708667
427,1,3708713
428,1,3711625
429,1,3714713
430,1,3717624
431,1,3720318
432,1,3720415
433,0,3720570
434,1,3721068
435,1,3721264
436,1,3721997
437,1,3724171
438,1,3724298
439,1,3725252
440,1,3728020
441,1,3729009
442,1,3730376
443,1,3732095
444,1,3733697
445,1,3735666
446,1,3736114
447,1,3736699
448,0,3736858
449,1,3737241
450,1,3738416
451,1,3741549
452,1,3742576
453,1,3744095
454,1,3745307
455,1,3745880
456,1,3750438
457,1,3755859
458,1,3759262
459,1,3759780
460,1,3760400
461,1,3764918
462,0,3768031
463,1,3773002
464,0,3777847
465,1,3778831
466,1,3779133
467,1,3783379
468,1,3783385
469,1,3784963
470,1,3785449
471,1,3787354
472,0,3790172
473,1,3790460
474,0,3792832
475,1,3792972
476,1,3793673
477,1,3798473
478,1,3798964
479,1,3799977
480,1,3800229
481,1,3800373
482,1,3801564
483,1,3815565
484,1,3816229
485,0,3821387
486,1,3823118
487,1,3823378
488,1,3835796
489,1,3843708
490,1,3844300
491,1,3844633
492,1,3844939
493,1,3845282
494,0,3846856
495,0,3847650
496,1,3857264
497,1,3858843
498,1,3858907
499,0,3859600
500,1,3860143
501,1,3861974
502,1,3862270
503,1,3866113
504,0,3867205
505,1,3871686
506,1,3874333
507,1,3874995
508,1,3875256
509,1,3880273
510,0,3882015
511,0,3882507
512,0,3882756
513,1,3884259
514,1,3887591
515,1,3888263
516,1,3889706
517,1,3891753
518,0,3906325
519,1,3908556
520,1,3912785
521,0,3913245
522,1,3917815
523,1,3918366
524,1,3920281
525,1,3921057
526,1,3934740
527,1,3936233
528,0,3946976
529,1,3948999
530,1,3952063
531,1,3957407
532,0,3957675
533,1,3965944
534,1,3969234
535,1,3971777
536,1,3972697
537,1,3974470
538,1,3974510
539,1,3975784
540,1,3979934
541,1,3985573
542,1,3991424
543,1,3991925
544,1,3992550
545,1,3994678
546,0,3996592
547,1,3997263
548,0,4004212
549,1,4004857
550,1,4007248
551,1,4007304
552,1,4009665
553,0,4015734
554,1,4015827
555,1,4019158
556,0,4025894
557,1,4027681
558,1,4029807
559,1,4038994
560,1,4039605
561,0,4044698
562,1,4044961
563,1,4045053
564,1,4045281
565,0,4045388
566,1,4045703
567,1,4046255
568,0,4047511
569,1,4048695
570,1,4051976
571,0,4059963
572,1,4062124
573,0,4064321
574,1,4065352
575,0,4068822
576,1,4070878
577,1,4073977
578,1,4085391
579,1,4087213
580,1,4087346
581,1,4091487
582,1,4091579
583,0,4092098
584,1,4092238
585,1,4092849
586,1,4093292
587,1,4093955
588,0,4094756
589,1,4097543
590,1,4098679
591,1,4098718
592,1,4099118
593,1,4099384
594,1,4099435
595,1,4101209
596,1,4110266
597,0,4111645
598,1,4125719
599,1,4127335
600,1,4127648
601,1,4129851
602,1,4131162
603,0,4133146
604,1,4137096
605,1,4137768
606,0,4138385
607,1,4141542
608,1,4142016
609,1,4143290
610,1,4150059
611,1,4151205
612,0,4162136
613,1,4162632
614,1,4173700
615,1,4178551
616,0,4180448
617,0,4182162
618,1,4182755
619,1,4184812
620,0,4186136
621,0,4187425
622,0,4187758
623,0,4190881
624,0,4194256
625,1,4197849
626,1,4198961
627,0,4198994
628,1,4203267
629,1,4203364
630,1,4203667
631,1,4216402
632,1,4218507
633,0,4221006
634,1,4225849
635,1,4226009
636,0,4226074
637,1,4226533
638,1,4227833
639,1,4228376
640,0,4229687
641,0,4231620
642,1,4232702
643,1,4240467
644,1,4241568
645,0,4244451
646,1,4245464
647,1,4245544
648,1,4245705
649,1,4256775
650,1,4256931
651,1,4258463
652,0,4260021
653,0,4260618
654,1,4261532
655,1,4276457
656,1,4281527
657,1,4282334
658,1,4285421
659,0,4291226
660,1,4291318
661,1,4291812
662,1,4292178
663,1,4299130
664,1,4305444
665,1,4309108
666,1,4314259
667,0,4315098
668,0,4317184
669,1,4318050
670,1,4319595
671,1,4319892
672,1,4320235
673,0,4320798
674,1,4322666
675,1,4322746
676,0,4326545
677,1,4326996
678,1,4327893
679,1,4328458
680,1,4329412
681,0,4331900
682,0,4332074
683,1,4334106
684,1,4340037
685,1,4344936
686,0,4346050
687,1,4348072
688,1,4350122
689,1,4351102
690,1,4351259
691,0,4356526
692,1,4357857
693,0,4360465
694,0,4361495
695,1,4363379
696,0,4368059
697,1,4369226
698,1,4371468
699,1,4371853
700,1,4372564
701,1,4373489
702,1,4373698
703,1,4381138
704,0,4381179
705,0,4383486
706,1,4404136
707,0,4405778
708,0,4416650
709,1,4416952
710,1,4421702
711,0,4422190
712,0,4425185
713,0,4428046
714,1,4429954
715,0,4434804
716,1,4444591
717,0,4445423
718,0,4447392
719,0,4447467
720,1,4455926
721,1,4465192
722,1,4475177
723,1,4484032
724,1,4485929
725,1,4494545
726,1,4494829
727,1,4497600
728,1,4501186
729,1,4508463
730,1,4514227
731,0,4516589
732,1,4517035
733,1,4542399
734,1,4557212
735,1,4566408
736,1,4590974
737,1,4617730
738,1,4634362
739,1,4636164
740,1,4644880
741,1,4644996
742,1,4645909
743,1,4664009
744,0,4665165
745,1,4666141
746,0,4670881
747,1,4674944
748,1,4681320
749,1,4778907
750,1,4787822
751,1,4927530
752,0,4987688
753,1,5431629
754,1,5815119
755,1,6044166
756,1,6267926
757,0,6450430
758,1,7519615
759,1,7520613
760,1,7583425
761,1,7612104
762,0,7677565
763,1,7677795
764,0,7692243
765,1,8094236
766,0,8102667
767,1,8591268
768,1,8718242
769,0,8851870
770,0,8981225
771,1,9237670
772,0,9241523
773,1,9283697
774,1,9319639
775,1,9440699
776,1,9455574
777,1,9455575
778,0,9465833
779,1,9604729
780,1,9764823
781,1,9792915
782,0,9867492
783,1,10112104
784,1,10262622
785,1,10538301
786,1,11411587
787,1,11589121
788,1,11694886
789,1,11747479
790,1,11829209
791,0,11901667
792,1,11943967
793,1,11946601
794,1,11975122
795,1,12174379
796,0,12805238
797,0,12903430
798,1,13169243
799,1,13220071
800,1,13225542
801,1,13260856
802,1,13275218
803,1,13304689
804,1,13304789
805,1,13305192
806,1,13313222
807,1,13314641
808,1,13327270
809,1,13337731
810,0,13349679
811,1,13358671
812,1,13380494
813,0,13381629
814,1,13387371
815,1,13434135
816,1,13462461
817,1,13462695
818,1,13498041
819,1,13507960
820,1,13539093
821,1,13544095
822,1,13554954
823,1,13562295
824,1,13621084
825,0,13633043
826,1,13636344
827,0,13677459
828,1,13677653
829,1,13687677
830,1,13694616
831,1,13717375
832,1,13733481
833,1,13761435
834,0,13765599
835,1,13803374
836,1,13805518
837,1,13832726
838,1,13833039
839,1,13901432
840,1,14045399
841,1,14087657
842,1,14143905
843,1,14497614
844,0,14499127
845,1,14631817
846,1,14751600
847,1,14817859
848,1,14832501
849,0,14847637
850,1,14876444
851,1,14928052
852,1,14980688
853,0,15066470
854,1,15163673
855,1,15286476
856,1,15293892
857,1,15294836
858,1,15401343
859,1,15515977
860,1,15905230
861,1,16013858
862,1,16269873
863,1,16328626
864,1,16373250
865,1,16421214
866,1,16489527
867,1,16556201
868,0,16698845
869,1,16764443
870,1,16769481
871,0,16877807
872,1,16947932
873,0,17023270
874,1,17046861
875,1,17147674
876,1,17162747
877,0,17171813
878,0,17267200
879,1,17267703
880,1,17359699
881,0,17363867
882,0,17407132
883,1,17410397
884,1,17429312
885,0,17429331
886,1,17429760
887,1,17465109
888,0,17465155
889,1,17496314
890,1,17497121
891,1,17518540
892,1,17521301
893,0,17560136
894,0,17579231
895,1,17611634
896,1,17614308
897,1,17623131
898,0,17629100
899,1,17631872
900,1,17647155
901,1,17647516
902,1,17686624
903,1,17695054
904,1,17699666
905,1,17719413
906,1,17755469
907,0,17780304
908,0,17790379
909,0,17854957
910,1,17855085
911,0,17914615
912,1,17996881
913,1,18208897
914,1,18436838
915,0,18493600
916,1,18499062
917,0,18808833
918,1,18915744
919,1,19297206
920,0,19551549
921,1,19587626
922,1,19610804
923,0,19622102
924,1,19649068
925,1,19757699
926,1,19854128
927,1,19889072
928,1,19889526
929,1,19889539
930,1,19890982
931,1,19979360
932,0,19982316
933,1,19998658
934,1,20017746
935,0,20027769
936,0,20052727
937,0,20082536
938,1,20082797
939,0,20083785
940,0,20084725
941,0,20116082
942,0,20117493
943,1,20134248
944,1,20135954
945,0,20138447
946,1,20156158
947,0,20158528
948,1,20158837
949,0,20159079
950,0,20160658
951,0,20176452
952,1,20178004
953,1,20198849
954,1,20198930
955,1,20199984
956,0,20214185
957,1,20215970
958,1,20219006
959,1,20227803
960,0,20232340
961,1,20244923
962,0,20271919
963,1,20278154
964,1,20281664
965,1,20281894
966,0,20282408
967,1,20298223
968,1,20299680
969,0,20300134
970,0,20303074
971,1,20303085
972,1,20305685
973,1,20412018
974,0,20451372
975,1,20473657
976,1,20488777
977,1,20501884
978,1,20514389
979,1,20535546
980,1,20537802
981,1,20551515
982,0,20560951
983,1,20562572
984,1,20581324
985,0,20629186
986,1,20661716
987,1,20679057
988,1,20726385
989,1,20739842
990,1,20740953
991,1,20743542
992,1,20743964
993,0,20749214
994,0,20752463
995,0,20753094
996,1,20757220
997,0,20759758
998,1,20762502
999,0,20781457
1000,1,20796420
1001,1,20800259
1002,1,20807650
1003,0,20825899
1004,1,20826014
1005,0,20833789
1006,1,20956153
1007,1,20962123
1008,1,21006947
1009,1,21036489
1010,1,21048315
1011,0,21050382
1012,0,21055749
1013,0,21065526
1014,1,21071810
1015,0,21086447
1016,0,21091629
1017,1,21100245
1018,0,21116856
1019,1,21144481
1020,0,21282046
1021,1,21389213
1022,0,21463446
1023,0,21594761
1024,1,21624319
1025,1,21656267
1026,1,21705523
1027,0,22088676
1028,1,22663912
1029,0,22820763
1030,1,23075927
1031,0,23111326
1032,0,23439741
1033,0,23522533
1034,0,23556027
1035,1,23563460
1036,0,23756247
1037,0,23909388
1038,1,24012515
1039,0,24037408
1040,0,24512625
1041,0,24588735
1042,0,24653365
1043,0,25206175
1044,0,26112136
1045,0,26416804
1046,1,26465853
1047,1,26862424
1048,1,26901252
1049,0,26995434
1050,0,27492758
1051,1,27587239
1052,0,27714096
1053,1,27753814
1054,1,27879902
1055,1,28037511
1056,1,28465501
1057,1,28700818
1058,0,28871003
1059,0,29007629
1060,1,29022636
1061,0,29027966
1062,1,29038749
1063,0,29040692
1064,0,29042703
1065,0,29042707
1066,0,29045111
1067,0,29047003
1068,1,29065540
1069,1,29099739
1070,1,29127510
1071,0,29160358
1072,0,29161281
1073,0,29166391
1074,0,29166778
1075,0,29167925
1076,1,29167939
1077,0,29168204
1078,1,29179512
1079,1,29220690
1080,0,29229209
1081,1,29236793
1082,1,29240759
1083,0,30441622
1084,1,31343538
1085,0,31349149
1086,0,31354154
1087,1,31354212
1088,1,31355051
1089,0,31357431
1090,1,31362355
1091,0,31386871
1092,1,31423534
1093,1,31440577
1094,0,31500988
1095,1,31640192
1096,1,31722912
1097,0,31787702
1098,1,31795333
1099,1,31797753
1100,1,31800818
1101,0,31802946
1102,1,31803655
1103,0,31805353
1104,0,31806069
1105,0,31806217
1106,0,31806646
1107,1,31806941
1108,1,31810375
1109,1,31811228
1110,0,31817790
1111,0,31818780
1112,0,31819297
1113,1,31821525
1114,0,31822488
1115,0,31823556
1116,0,31823936
1117,1,31825445
1118,0,31827231
1119,1,31827654
1120,0,31828024
1121,0,31830566
1122,0,31832309
1123,0,31832907
1124,1,31833154
1125,1,31837087
1126,0,31837455
1127,1,31872124
1128,1,31877447
1129,0,31879629
1130,1,32112369
1131,1,32112659
1132,1,32194129
1133,1,32200627
1134,1,32240053
1135,0,32273878
1136,0,32341235
1137,0,32342824
1138,1,32345681
1139,0,32347862
1140,1,32350011
1141,0,32353064
1142,0,32353372
1143,1,32355357
1144,0,32357544
1145,0,32357600
1146,1,32449047
1147,0,32467405
1148,1,32622454
1149,0,32625299
1150,1,32626544
1151,0,32627021
1152,0,32627972
1153,1,32629010
1154,0,32629830
1155,0,32632293
1156,0,32633029
1157,1,32634519
1158,1,32760137
1159,0,32761899
1160,1,32765781
1161,0,32767215
1162,1,32768781
1163,1,32769161
1164,1,32813069
1165,0,32846805
1166,0,34051440
1167,0,34581012
1168,0,35286617
1169,1,35435853
1170,0,35631798
1171,0,35877260
1172,1,36679048
1173,0,36746373
1174,1,36951798
1175,0,36951960
1176,0,36953464
1177,0,36954369
1178,1,36959635
1179,0,36960100
1180,1,36960236
1181,1,36960368
1182,0,37044357
1183,1,37083068
1184,1,37114465
1185,1,37139715
1186,0,37146143
1187,0,37171981
1188,1,37194526
1189,1,37194594
1190,1,37203478
1191,1,37226157
1192,1,37267138
1193,1,37272049
1194,0,37272838
1195,0,37272961
1196,1,37275970
1197,1,37277105
1198,1,37278658
1199,1,37387834
1200,0,37388819
1201,0,37388936
1202,1,37389712
1203,1,37392693
1204,0,37396275
1205,1,37396476
1206,0,37480076
1207,0,37497263
1208,0,37673909
1209,0,37676247
1210,1,37677179
1211,0,37681887
1212,0,37682493
1213,0,37683166
1214,0,37713438
1215,1,37882342
1216,1,37902118
1217,1,37933594
1218,0,37939894
1219,0,37941537
1220,1,37945759
1221,0,37947391
1222,0,37947823
1223,0,37950208
1224,0,37950264
1225,1,37950299
1226,1,37954014
1227,0,37954322
1228,1,37955178
1229,0,37957304
1230,0,37958700
1231,0,37962979
1232,1,37964468
1233,1,37968357
1234,1,37968405
1235,1,37972512
1236,1,37981055
1237,1,38174508
1238,0,38183365
1239,1,38183815
1240,1,38189396
1241,1,38194007
1242,1,38196103
1243,0,38203524
1244,0,38204563
1245,0,38207890
1246,1,38208505
1247,0,38210244
1248,0,38211850
1249,1,38214053
1250,0,38222737
1251,1,38414274
1252,1,38422368
1253,0,38423049
1254,0,38429075
1255,0,38440031
1256,0,38442069
1257,0,38444829
1258,0,38449004
1259,1,38451625
1260,0,38453159
1261,1,38463603
1262,0,38467795
1263,0,38471344
1264,0,38475784
1265,0,38479828
1266,0,38481986
1267,0,38490049
1268,0,38490183
1269,1,38651596
1270,0,38722201
1271,0,38772493
1272,0,38775285
1273,0,38775584
1274,0,38777988
1275,0,38779258
1276,0,38780452
1277,1,38781102
1278,0,38781819
1279,0,38783351
1280,0,38784253
1281,0,38785572
1282,0,38786711
1283,0,38787077
1284,1,38787617
1285,0,38787714
1286,0,38787946
1287,1,38788229
1288,1,38788799
1289,0,39005410
1290,1,39006740
1291,0,39007452
1292,0,39007652
1293,0,39009624
1294,0,39010769
1295,0,39011154
1296,1,39011775
1297,0,39013926
1298,0,39014384
1299,0,39015048
1300,0,39015220
1301,0,39018600
1302,0,39022798
1303,0,39024764
1304,0,39027580
1305,1,39029803
1306,1,39032388
1307,0,39035805
1308,1,39038619
1309,1,39039061
1310,0,39045808
1311,0,39049105
1312,0,39054719
1313,0,39054750
1314,0,39055321
1315,0,39057488
1316,0,39058835
1317,0,39063969
1318,1,39231156
1319,1,39315708
1320,1,39337778
1321,1,39581274
1322,1,39867417
1323,1,39885074
1324,1,40406209
1325,1,40814388
1326,0,40951743
1327,1,40984430
1328,1,41209908
